"Planet_key":"planet":"STAR_CODE":"relative mass":"Relative Density":"RADIUS (EARTH)":"Type Of Terrain":"Climate Type"
234:"Mönch XXI":9886:3,68:0,7:1,74:"cliff; verdant; cave":"artificial temperate; rocky; humid; windy; hot; arid"
235:"Rigil Kentaurus Mu":7190:1,76:0,73:1,34:"plain; river; grassy hill; urban":"frozen; subartic; humid; windy"
236:"Rigil Kentaurus Sigma":7190:2,91:1,464:1,26:"tundra; savanna; rocky desert":"windy; frigid; artic; subartic; humid; rocky"
237:"Rigil Kentaurus Rho":7190:7,23:0,762:2,12:"valley; vine; sinkholes; canyons; desert":"windy; frigid; subartic; hot"
238:"Kiseki Expanse VIII":2181:1,24:0,606:1,27:"lakes":"arid; humid; frozen; subartic"
239:"Kiseki Expanse XIII":2181:0,69:1,293:0,81:"verdant; sea; jungle; ice canyon; cliff":"subartic; windy; rocky; tropical"
240:"Reikon Resonance Delta":2293:6,14:1,24:1,7:"reef; mountain; rocky canyon; swamp":"frigid; artificial temperate; temperate; humid"
241:"Reikon Resonance Zeta":2293:8,84:0,796:2,23:"valley; lakes; canyons":"subartic; hot; windy; artic"
242:"Reikon Resonance Omicron":2293:6,02:0,969:1,84:"hill":"frigid; artificial temperate; temperate; windy; subartic"
243:"Elysian Anomaly Epsilon":9927:2:1,096:1,22:"field":"superheated; tropical; hot"
244:"Alshat XVI":203:1,17:1,488:0,92:"fungus forest; toxic cloudsea; bog; rainforest; lakes":"superheated; artificial temperate; frozen; artic; humid"
245:"Betelgeuse Zephyrian":2738:2,21:1,136:1,25:"ash; canyons; vine":"temperate; hot; artificial temperate; frozen"
246:"Betelgeuse Atlasios":2738:Unknown:0,919:1,44:"grassy hill; sinkholes; plateau; desert; cave":"subartic; temperate; superheated"
247:"Obelisk Beacon Sextant":9698:9,23:1,179:1,99:"fungus forest; rock arche":"hot; subartic; superheated; artic"
248:"Obelisk Beacon Decimal":9698:3,27:1,017:1,48:"plateau; hill; jungle; volcano; reef; forest; rocky canyon":"windy; hot; artificial temperate; artic; frigid; superheated"
249:"Sadalsuud Nonal":4172:0,84:1,262:0,87:"urban; acid pool; valley":"rocky; artificial temperate; artic; superheated; hot"
250:"Sadalsuud Prime":4172:3,65:1,178:1,46:"island; desert; fungus forest":"frozen; temperate; hot"
251:"Sadalsuud Vigesimal":4172:4,5:0,99:1,66:"fungus forest; rainforest; vine; valley":"humid; frigid; rocky; arid"
252:"Sakura's Silence Jiu":5969:3,83:0,744:1,73:"mountain; rock arche":"frozen; arid; humid; temperate"
253:"Sakura's Silence Qi":5969:1,87:1,176:1,17:"jungle; canyons; jungle; island; cave":"hot; windy; frozen; humid; artic; artificial temperate"
254:"Megrez Hadean":6713:1,77:0,953:1,23:"city":"windy; hot"
255:"Heliosara San":561:1,89:1,496:1,08:"rocky desert; island; vine":"humid; hot; windy"
256:"Aetherionyx VI":9121:7,99:1,078:1,95:"grassy hill; vine; verdant; plain; valley; rock arche":"temperate; tropical; windy; subartic; frigid"
257:"Tamashī Labyrinth Selenean":4050:0,87:1,4:0,85:"rocky island; jungle; ice cave; cityscape; lakes; island":"frigid; windy; hot; rocky; frozen; superheated; artificial temperate"
258:"Caph Duodecimal":7926:5,73:0,772:1,95:"ice canyon; rock arche; plateau":"windy; frigid; artic"
259:"Caph Secant":7926:1,69:1,664:1,01:"canyons; glacier; jungle":"subartic; superheated; frozen"
260:"Caph Sextant":7926:1,84:0,962:1,24:"city; rock arche":"frozen"
261:"Pleione XX":8280:1,34:0,922:1,13:"lakes; cave; savanna; island; rainforest; forest":"humid; hot; rocky; temperate"
262:"Merga Museios":3366:1,72:1,343:1,09:"ice cave; rocky canyon; desert; mountain; rocky island; urban; hill; savanna":"arid; tropical; windy; frozen; humid; rocky"
263:"Darkonix Secant":3681:9,01:1,074:2,03:"savanna":"temperate; artificial temperate; artic; tropical"
264:"Darkonix Octal":3681:3,43:1,511:1,31:"ocean; hill":"windy; tropical"
265:"Quasarionyx Helios":8536:1:1,563:0,86:"rock arche":"subartic"
266:"Quasarionyx Eosian":8536:8,27:1,339:1,83:"grassland; scrubland; hill":"humid; rocky; hot; tropical; arid; subartic"
267:"Quasarionyx Psychean":8536:1,44:0,989:1,13:"mountain; ash; cityscape; vine; rocky island; river; rainforest; jungle":"humid; superheated; arid; artificial temperate; frigid; temperate; artic"
268:"Secunda Hyadum Epsilon":8621:1,37:0,948:1,13:"urban":"artic; temperate; subartic"
269:"Helixarian Museios":3294:3,82:0,975:1,58:"jungle":"frigid; temperate; arid; superheated"
270:"Helixarian Apollox":3294:9,75:0,886:2,22:"field; hill; cliff":"hot; arid; humid; superheated; artificial temperate"
271:"Helixarian Herculean":3294:8,15:0,894:2,09:"lakes":"temperate; windy"
272:"Mintaka Pi":5396:5,54:1,059:1,74:"glacier; city; rocky island":"humid; artificial temperate; rocky; artic"
273:"Mintaka Sigma":5396:Unknown:1,095:2,05:"plain; swamp":"frigid; hot; tropical"
274:"Uklun Tau":4810:0,86:0,943:0,97:"valley; mountain":"rocky"
275:"Galehelm XXIII":719:5,58:0,449:2,32:"ice cave; rainforest; urban; forest; jungle; rocky island":"frigid; superheated; windy; hot; humid"
276:"Galaxix Gaios":9419:0,96:0,856:1,04:"island; rocky canyon; rocky desert":"windy; temperate; artic; frigid"
277:"Celestial Mirage Nonal":456:1,5:1,009:1,14:"city; cityscape":"frigid; frozen"
278:"Ma'at's Celestial III":6536:2,09:1,014:1,27:"reef; ice canyon; urban; sea; plain":"frozen; rocky; frigid; artic"
279:"Lusitânia IV":4975:1,7:0,839:1,27:"island; lava river":"tropical; hot; windy; frozen; artificial temperate; frigid; arid"
280:"Alsciaukat Decimal":2640:2,24:1,129:1,26:"city; valley":"tropical; windy; rocky; temperate; artic; humid"
281:"Alsciaukat Vigesimal":2640:2,77:1,15:1,34:"plain; lava river; savanna":"rocky; hot"
282:"Azelfafage Hermesios":316:1,73:0,771:1,31:"rainforest; savanna; toxic cloudsea":"frigid; frozen; humid; tropical"
283:"Solarflarex Wu":826:6,99:0,98:1,93:"verdant; lakes; city; grassland; bog; toxic cloudsea; lava river; ash":"tropical; temperate; artic; superheated; hot"
284:"Solarflarex Yi":826:1,5:1:1,14:"ocean; ice canyon; acid pool; ice cave; cliff; grassy hill; urban; verdant":"artic; temperate; arid; frozen; hot; rocky"
285:"Solarflarex Ba":826:1,37:1,072:1,09:"canyons; urban; swamp; ocean":"windy; rocky; superheated; temperate; tropical; arid"
286:"Alkalurops Sextant":1962:1,78:0,984:1,22:"island; river":"artificial temperate; rocky; artic; frigid"
287:"Alkalurops Quintal":1962:7,88:1,219:1,86:"glacier; valley; bog; verdant; scrubland; volcano":"frigid; tropical; artic; frozen; arid; superheated"
288:"Albireo Apollox":4927:9,49:1,32:1,93:"grassland; canyons; rainforest":"frigid; humid; tropical; frozen; artic; artificial temperate; arid"
289:"Anubis' Radiance Janusian":7777:2,17:0,606:1,53:"forest":"frozen; tropical; superheated"
290:"Anubis' Radiance Eosian":7777:7,65:0,607:2,33:"hill":"superheated"
291:"Anubis' Radiance Dionysios":7777:5,66:1,386:1,6:"glacier; cliff; field":"frigid; humid"
292:"Sadr XVI":468:3,18:1,114:1,42:"verdant; glacier; ice canyon; island; grassy hill":"tropical; frozen; humid; hot"
293:"Sadr XXI":468:3,04:1,202:1,36:"sea; canyons":"rocky; tropical; windy; artic"
294:"Sadr XX":468:2,53:1,077:1,33:"jungle; ice cave; lava river; glacier; plateau; rocky island; bog; hill":"humid; rocky; hot; arid; artic"
295:"Hatysa Hecatean":5205:1,79:0,5:1,53:"vine":"subartic; arid"
296:"Solarianth XIX":9939:8,32:1,079:1,98:"mountain; rocky island":"rocky; hot; artificial temperate"
297:"Haruka Cerberian":9554:8,5:1,095:1,98:"tundra":"artificial temperate; temperate; hot; subartic"
298:"Enishi Resonance Pegasusian":3780:5,94:0,869:1,9:"cliff":"artificial temperate; superheated; hot"
299:"Inazuma Hermian":508:3,76:1,049:1,53:"mountain; verdant":"humid; temperate; windy"
300:"Cosmic Cascade Si":5630:1,32:1,497:0,96:"canyons; rocky desert; glacier":"temperate; artic; frozen; frigid; windy; superheated"
301:"Cosmic Cascade Er":5630:4,19:0,711:1,81:"jungle; cliff; city; river":"windy; artic; humid; artificial temperate; hot; tropical"
302:"Cosmic Cascade Ba":5630:2,21:1,152:1,24:"bog; ocean; rock arche; field; reef; rocky canyon; grassy hill":"temperate; frozen; subartic; artificial temperate; hot"
303:"Cassionara Gaios":2354:0,51:0,934:0,82:"desert; valley":"tropical; frigid; arid; hot; humid"
304:"Umbral Silence Orphean":8385:0,96:0,927:1,01:"ice canyon":"subartic; tropical"
305:"Umbral Silence Helios":8385:2,13:0,535:1,59:"rocky island":"windy; rocky; subartic; frozen"
306:"Umbral Silence Herculean":8385:1,6:0,822:1,25:"vine; mountain; volcano; rocky island; city":"artificial temperate; superheated; windy; subartic"
307:"Pharaoh's Silence Oranos":4331:7,86:0,872:2,08:"forest; ocean":"windy; artic; temperate; arid; rocky"
308:"Ascella IV":4481:5,67:1,092:1,73:"urban; verdant":"superheated"
309:"Ascella VII":4481:2,43:1,234:1,25:"fungus forest; ice cave; reef":"temperate; frigid; frozen; tropical"
310:"Photara XXII":2200:6,59:0,644:2,17:"grassland":"temperate; windy; subartic; artificial temperate; frozen"
311:"Photara VII":2200:1,3:0,331:1,58:"city":"rocky; frozen; subartic"
312:"Penumbrion Pi":4224:0,5:1,501:0,69:"swamp; rock arche; forest":"hot; artic; rocky; artificial temperate; tropical; temperate; humid"
313:"Bibhā Sigma":503:9,16:1,031:2,07:"reef; swamp; volcano":"humid; artic; rocky; tropical; hot"
314:"Mothallah Dionysios":2193:7,88:1,034:1,97:"ocean; sea; valley; rock arche":"frigid; rocky; windy; artic"
315:"Tenshi Echoes Nonal":6753:4,84:Unknown:2,27:"savanna; desert":"hot; frigid; tropical; superheated; rocky; arid"
316:"Amun-Ra Mirage Helios":2024:3,47:1,104:1,46:"vine; river":"hot; temperate; humid; subartic; superheated; tropical"
317:"Galactic Prism Chimeraean":3176:0,44:0,75:0,84:"city; plateau; rocky desert":"arid; rocky; hot"
318:"Lunaris XXIV":687:1,8:0,937:1,24:"ice canyon; cityscape; lava river":"superheated; subartic; temperate"
319:"Lunaris XI":687:1:1,195:0,94:"hill":"superheated; tropical; rocky; artic"
320:"Lunaris III":687:4,32:1,183:1,54:"volcano; ice canyon; ice cave":"temperate; hot; superheated; subartic; rocky; frigid; arid"
321:"Infinite Whispers IV":9319:0,78:0,991:0,92:"field; urban":"artic; windy; artificial temperate"
322:"Luminastra Tertial":3489:3,75:0,913:1,6:"verdant; valley":"hot; windy; superheated"
323:"Tejat XXII":667:5,09:1,209:1,61:"ice cave; mountain; cliff; city; verdant; acid pool; cityscape":"tropical; frigid; humid; frozen; subartic; windy; temperate"
324:"Eaglecrest Psychean":2311:2,62:1,373:1,24:"lakes; mountain":"artic"
325:"Nashira VIII":7654:1,04:0,702:1,14:"desert":"arid"
326:"Yurei Celestial Gamma":125:8,31:0,653:2,33:"tundra; plateau; plain; field; desert; hill; city; forest":"frigid; artificial temperate; humid; artic; superheated; tropical"
327:"Yurei Celestial Zeta":125:3,59:1,125:1,47:"savanna":"hot; artificial temperate; frigid"
328:"Helvetios Shi":8190:1,12:1,153:0,99:"reef; hill; glacier":"rocky; artificial temperate; windy; frozen"
329:"Helvetios Liu":8190:6,03:0,525:2,26:"cliff; acid pool; rainforest; glacier; ice cave; fungus forest; hill":"superheated; temperate; frigid; rocky; tropical"
330:"Nefertiti's Nebula VII":9424:2,01:1,023:1,25:"canyons; bog":"temperate; humid"
331:"Nefertiti's Nebula I":9424:1,01:0,82:1,07:"verdant; forest":"subartic; frozen; tropical; windy"
332:"Nefertiti's Nebula XXI":9424:7,68:1,329:1,79:"rocky desert; reef; ocean; fungus forest; bog":"tropical; arid; frozen; rocky; artic"
333:"Ancha Tertial":2190:3,51:1,166:1,44:"swamp; ash; grassy hill; canyons; fungus forest; reef; cliff; lakes":"windy; temperate; hot; tropical; humid; frozen"
334:"Ancha Prime":2190:1,84:1,071:1,2:"hill; cityscape; verdant; tundra; grassy hill; scrubland":"tropical; arid; windy; frozen; subartic; hot; superheated"
335:"Salm XV":7810:7,09:1,032:1,9:"mountain; grassland":"humid; temperate; frozen; tropical"
336:"Salm VI":7810:0,97:0,632:1,15:"bog; grassy hill":"rocky; subartic; hot; frigid; temperate; windy"
337:"Salm VIII":7810:3,29:0,377:2,06:"urban; hill; river":"arid; subartic"
338:"Orion's Echo IX":1176:5,16:0,553:2,11:"jungle; mountain; plain; cave; lakes; glacier; volcano":"frozen; rocky; tropical; hot; subartic; artificial temperate; humid"
339:"Orion's Echo VIII":1176:0,74:1,05:0,89:"ocean; cave":"frigid; artic; rocky"
340:"Scarab Expanse Upsilon":4452:6,37:1,313:1,69:"rock arche; hill; acid pool; rocky island":"humid; rocky; frozen"
341:"Nebula Obscura Yi":9056:7,89:1,16:1,89:"grassy hill; mountain; rock arche; cave; volcano":"tropical; hot; superheated; humid; frozen"
342:"Aetheronix Museios":6904:1,77:0,87:1,27:"sea; rocky desert":"windy; frozen; frigid"
343:"Cosmosis Oranos":7410:9,42:1,205:1,98:"bog":"hot; frozen; artic; tropical; subartic"
344:"Cosmosis Dionian":7410:0,46:1,354:0,7:"glacier":"frozen; artificial temperate"
345:"Zenithariana Dionian":5345:2,77:1,058:1,38:"rocky desert; acid pool; ice canyon; jungle; fungus forest; ash":"hot; frigid; tropical; windy; humid"
346:"Zenithariana Olympus":5345:5,19:0,51:2,17:"plateau; cave":"humid; artic"
347:"Galaxara Artemian":9937:6,34:1,054:1,82:"mountain":"artic"
348:"Aurum Obscura San":8695:9,27:1,087:2,04:"desert; river; valley; reef; grassy hill":"frozen; hot; artic; tropical; rocky"
349:"Aurum Obscura Si":8695:0,62:0,99:0,86:"barren; vine; hill":"windy; frigid; artic; temperate; arid"
350:"Aurum Obscura Yi":8695:2,71:0,846:1,47:"swamp":"humid; temperate; artic; windy"
351:"Amansinaya Omega":9320:1,09:0,759:1,13:"valley":"tropical; temperate; frozen; superheated"
352:"Chaophraya Gaios":8222:2,43:0,959:1,36:"city; bog; acid pool":"artic; hot; subartic"
353:"Aquilan Cipher Gamma":2589:2,98:0,957:1,46:"vine; rocky desert; rocky island; cave; lava river; barren":"arid; superheated; temperate; frozen"
354:"Cervantes II":3455:7,57:0,837:2,08:"savanna":"artic; arid; artificial temperate; frozen; rocky"
355:"Bubup V":5150:1,04:1,074:0,99:"toxic cloudsea; swamp; desert; hill":"artic; arid; artificial temperate; tropical"
356:"Bubup XIV":5150:3,24:Unknown:1,52:"verdant; mountain":"artic"
357:"Pulsariax Qi":2290:0,74:1,403:0,81:"rocky canyon; glacier; urban":"frozen; rocky; humid; tropical"
358:"Kaminari Enigma Cerberian":8302:2,59:1,425:1,22:"rock arche; cave; volcano":"windy; subartic; arid; humid; rocky"
359:"Hanami Echo Herculean":3002:8,5:1,24:1,9:"valley; plateau; ice cave":"humid; subartic; frigid"
360:"Kaus Borealis XV":3229:1,17:0,978:1,06:"rock arche; hill":"artic"
361:"Kaus Borealis XXIV":3229:3,46:0,973:1,53:"valley":"subartic; frozen; tropical; windy; artic; artificial temperate"
362:"Stardrax Upsilon":2982:2,96:0,526:1,78:"rocky island; urban; lakes; island; forest; rocky canyon":"artificial temperate; humid; tropical; subartic; rocky; windy"
363:"Stardrax Beta":2982:1,54:1,213:1,08:"plain; rock arche":"hot; humid; temperate; superheated"
364:"Stardrax Gamma":2982:1,84:0,648:1,42:"glacier":"hot; windy; frozen; temperate"
365:"Kawa Enigma Qi":5612:1,83:0,556:1,49:"ocean":"humid; frigid; windy"
366:"Kawa Enigma Si":5612:6,3:0,487:2,35:"field; glacier; savanna; ice cave; rock arche; cave":"artificial temperate; rocky; frigid; tropical"
367:"Yami Silence Quintal":7088:1,44:1,149:1,08:"bog; tundra; verdant; ocean; desert; cityscape; river":"frozen; artic; rocky; subartic; tropical"
368:"Regulus Zeta":5906:6,04:1,07:1,78:"island; cave; plateau; plain; rock arche; rocky desert":"rocky; arid; temperate; frozen; subartic"
369:"Astral Whisper Er":2461:Unknown:1,041:0,8:"fungus forest; ocean; cave; jungle; toxic cloudsea; bog; desert":"arid; tropical; rocky; frozen; humid; temperate"
370:"Astral Whisper Qi":2461:1,44:0,708:1,27:"ice cave; plain":"frigid; windy"
371:"Astral Whisper Si":2461:9,81:1,166:2,03:"island; acid pool; jungle":"frigid; superheated"
372:"Hamal Decimal":5656:5,19:0,69:1,96:"cliff":"rocky"
373:"Hamal Secant":5656:5,09:0,868:1,8:"reef; rocky island; volcano":"humid; hot"
374:"Whalecaller Hermian":7834:0,91:0,553:1,18:"ice canyon; acid pool; cliff; cityscape; valley":"subartic; windy; superheated; rocky"
375:"Whalecaller Artemian":7834:1,86:1,034:1,22:"ice canyon; plain; forest; valley; glacier; cave; sea; mountain":"artificial temperate; windy; frigid; artic; humid; subartic"
376:"Sirius XXI":7588:4,85:1,142:1,62:"ice canyon; ash":"hot; subartic; windy; artificial temperate; rocky; frigid"
377:"Sirius II":7588:3,33:0,591:1,78:"verdant; grassy hill; plain; canyons; vine; lava river; river; rocky desert":"frozen; temperate; hot; superheated; humid; frigid"
378:"Zypheria Rho":6106:4,04:1,041:1,57:"island; swamp; fungus forest; jungle; acid pool":"superheated; arid; subartic; tropical"
379:"Nebuloria Decimal":4173:2,18:1,107:1,25:"plain; ice canyon; rocky desert":"subartic; humid; windy"
380:"Elgafar II":4396:3,53:1,243:1,42:"hill; plateau; island; urban; verdant":"subartic; frozen; tropical"
381:"Antares Er":7389:1,34:0,582:1,32:"savanna; city; vine":"tropical; temperate; subartic; humid; hot; arid; rocky"
382:"Antares Yi":7389:1,36:1,213:1,04:"urban":"temperate; artic; frozen"
383:"Montuno VIII":7278:1,06:1,19:0,96:"volcano; tundra; jungle":"arid; windy; artic; superheated; subartic"
384:"Tsuki's Beacon Ba":6925:7,2:1,063:1,89:"reef; jungle":"rocky; tropical; superheated; humid; frigid; hot"
385:"Tsuki's Beacon Wu":6925:6,63:1,319:1,71:"toxic cloudsea; rock arche; island; city":"artic; temperate; arid; subartic"
386:"Tsuki's Beacon Si":6925:5,83:0,979:1,81:"valley; cityscape":"superheated; arid"
387:"Polis Upsilon":8641:1,17:0,67:1,2:"cityscape; savanna":"arid"
388:"Astraflame Nyxios":7072:2,6:1,283:1,27:"reef; jungle; hill; cityscape; mountain":"artic; arid; artificial temperate; tropical"
389:"Astraflame Demetrian":7072:3,76:1,217:1,46:"mountain; cityscape; glacier":"tropical; frigid"
390:"Astraflame Nereidos":7072:7,46:1,049:1,92:"lava river; fungus forest":"temperate; windy; hot; artificial temperate; tropical"
391:"Alshain Liu":8640:7,59:1,27:1,81:"rocky desert; city":"superheated; frozen; subartic; temperate; hot; tropical; humid"
392:"Alshain Er":8640:2,25:0,933:1,34:"barren; verdant; cityscape; savanna; ash; sinkholes; tundra; toxic cloudsea":"temperate; subartic; hot; artic; arid; humid"
393:"Alshain Yi":8640:8,68:0,722:2,29:"sinkholes; cityscape; vine; field; toxic cloudsea":"arid; tropical; frozen; windy; hot"
394:"Pipoltr Chimeraean":6313:1,71:0,988:1,2:"desert":"temperate; windy; tropical; rocky; frozen"
395:"Pipoltr Aetherios":6313:1,81:0,983:1,23:"rainforest; rock arche; cave; cliff":"frigid; artificial temperate; superheated; arid"
396:"Pipoltr Pantheon":6313:3,37:0,973:1,51:"lakes; verdant":"windy; artic; temperate; tropical; frozen; superheated"
397:"Bélénos Undecimal":9828:1,86:1,378:1,11:"rocky canyon; bog; lava river; vine; valley; glacier; ice canyon":"humid; windy; arid; temperate; subartic; artificial temperate"
398:"Inari's Cascade Upsilon":8218:1,67:1,142:1,14:"lava river; ice cave; acid pool; desert":"subartic; frigid; superheated; arid; tropical"
399:"Inari's Cascade Alpha":8218:2,61:0,919:1,42:"tundra; rocky island; ice cave; ocean; urban; glacier; volcano; grassland":"hot; frigid; subartic; temperate; windy; arid"
400:"Ebon Depths Eta":9187:2,28:1,128:1,26:"lakes; swamp; rocky canyon; savanna":"hot; tropical; artificial temperate; rocky; frozen; subartic"
401:"Ebon Depths Iota":4917:Unknown:1,401:1,3:"bog; rocky canyon; plain; valley":"frigid; arid; hot; frozen; artificial temperate; tropical"
402:"Vega XI":2233:0,67:Unknown:0,78:"vine; plain":"temperate"
403:"Sekai Ember Epsilon":5585:6,9:1,352:1,72:"scrubland; river":"humid; temperate; windy; arid"
404:"Sekai Ember Alpha":5585:2,4:0,91:1,38:"volcano":"temperate; subartic; superheated; windy"
405:"Sharjah Si":1690:1,3:0,455:1,42:"cityscape; valley; sinkholes; island":"hot; frigid; subartic"
406:"Wasat Dionysios":1491:3,29:1,074:1,45:"rocky desert":"artic; frigid"
407:"Wasat Echoian":1491:3,1:1,091:1,42:"plateau; ice canyon; rock arche":"artificial temperate; humid; frigid; artic; hot"
408:"Saiph Beta":5035:3,65:0,905:1,59:"cityscape; sea":"temperate; tropical; windy; artificial temperate"
409:"Saiph Zeta":5035:5,66:1,088:1,73:"savanna; ocean; forest; urban":"frozen; tropical; rocky; hot"
410:"Saiph Alpha":5035:1,47:0,635:1,32:"rocky island":"tropical; temperate; windy"
411:"Inari's Labyrinth Hestian":4604:2,53:1,199:1,28:"rainforest; field; valley; lakes; reef; vine; city; tundra":"hot; rocky; frigid; humid; arid"
412:"Bunda Wu":6664:0,83:1,098:0,91:"ash; jungle; ice canyon":"artificial temperate; superheated; frigid"
413:"Bunda Si":6664:7,64:0,959:2:"rainforest":"hot; rocky; superheated; humid; artic; frigid"
414:"Bunda Ba":6664:0,41:1,207:0,7:"rock arche; bog; forest":"subartic; tropical"
415:"Cosmosol Iota":2054:1,9:1,3:1,13:"jungle; city; savanna; scrubland; ice cave":"tropical; arid; frozen"
416:"Kachō Vigesimal":5952:4,13:0,901:1,66:"rock arche; valley; glacier":"artic; arid; windy"
417:"Kachō Quartal":5952:2,99:1,328:1,31:"cave; cliff; sea":"hot; rocky; tropical; windy"
418:"Kachō Septimal":5952:8,86:0,993:2,07:"valley":"humid; artificial temperate"
419:"Homam Wu":2780:2,6:0,995:1,38:"savanna":"arid; humid; superheated"
420:"Rigel Nyxios":4678:6,11:1,03:1,81:"lakes; jungle; rock arche":"hot; subartic; artic; rocky; artificial temperate; tropical; frozen"
421:"Elysiumix Sirenios":9270:8,57:0,555:2,49:"reef; rock arche; canyons":"artic; frozen; hot"
422:"Elysiumix Oranos":9270:2,53:1,077:1,33:"canyons; fungus forest; acid pool; cave; ice canyon":"frozen; artic; hot; rocky; subartic"
423:"Elysiumix Pegasusian":9270:2,08:1,293:1,17:"savanna; field":"frigid; hot; arid; rocky; tropical; humid"
424:"Asterion Abyss Nonal":7396:2,22:1,313:1,19:"ash; grassland; river; rocky desert":"artic; frigid; frozen; humid; hot"
425:"Ra's Whisper XX":8973:2,39:0,709:1,5:"glacier; rock arche; lava river; ice cave; cityscape":"hot; windy; temperate; frigid; tropical"
426:"Ra's Whisper XIV":8973:1,75:1,187:1,14:"ice cave; cave; canyons; toxic cloudsea":"windy; artic; arid; rocky; superheated"
427:"Ra's Whisper XV":8973:1,32:0,981:1,1:"acid pool":"subartic; hot"
428:"Lyraflux Athenian":7431:6,96:1,079:1,86:"ice cave; valley; bog; ice canyon; toxic cloudsea; rainforest":"windy; temperate; artic; humid; artificial temperate; frigid"
429:"Luminous Wraith XVI":1674:2,19:1,363:1,17:"bog; cityscape; verdant":"humid; artificial temperate; temperate"
430:"Sora Seraph Epsilon":4902:0,77:1,071:0,9:"mountain; ice cave; bog; verdant; sea":"temperate; rocky; frigid"
431:"Infinity Iris Xi":5740:6,95:1,4:1,71:"plain; grassland; glacier; rocky canyon; grassy hill; mountain":"subartic; arid; humid; frigid"
432:"Nebulosys VIII":3214:7,02:1,104:1,85:"ice canyon; reef; desert; forest; glacier; cliff; mountain; jungle":"rocky; windy; artificial temperate; frigid; humid; artic; subartic"
433:"Nebulosys I":3214:6,67:0,928:1,93:"vine; ice canyon; rocky canyon":"subartic; arid; windy"
434:"Nebulosys VII":3214:8,44:1,026:2,02:"vine; city; canyons; rock arche":"superheated; hot; tropical; rocky"
435:"Koi Horizon Er":9292:0,97:0,484:1,26:"field; cityscape":"subartic; tropical; hot; artic; humid; rocky; windy"
436:"Koi Horizon Yi":9292:2,12:0,673:1,47:"ocean; jungle; city; vine; grassland; urban; island; cityscape":"temperate; artificial temperate; tropical; subartic; humid"
437:"Koi Horizon Ba":9292:6,02:0,832:1,93:"glacier; verdant":"subartic"
438:"Skat Theta":4483:9,42:0,579:2,53:"vine; urban; rock arche; swamp; toxic cloudsea; rainforest; jungle; valley":"artic; temperate; tropical; subartic; superheated; hot"
439:"Schedar XXIV":3348:4:0,827:1,69:"urban":"frozen; windy"
440:"Symbionix Rho":3852:1,55:0,856:1,22:"plain; urban; mountain; grassy hill":"humid; subartic; artificial temperate; tropical; windy; frozen"
441:"Pulsar Seraph XXII":5359:2,58:1,36:1,24:"rocky desert; jungle; urban; river":"superheated; arid; humid; hot; frigid; frozen; tropical"
442:"Alnasl Quartal":9094:Unknown:0,922:1,95:"jungle; glacier; fungus forest; rock arche; ash; cave":"superheated; humid; artificial temperate; tropical; frozen; temperate"
443:"Alnasl Secant":9094:5,08:1,287:1,58:"hill":"humid"
444:"Koi's Whisper Artemian":9992:6,58:0,88:1,96:"cave; rainforest; ash":"windy; tropical; hot; subartic"
445:"Koi's Whisper Apollox":9992:3,12:1,085:1,42:"hill":"windy; frigid; superheated; hot; frozen"
446:"Poerava Aphroditos":7456:5,44:0,99:1,76:"hill; mountain; sinkholes; island; ocean; ice cave; vine; savanna":"arid; windy; tropical; superheated; artificial temperate; subartic"
447:"Poerava Poseidian":7456:0,88:1,06:0,94:"ice cave; grassy hill":"subartic; windy; hot"
448:"Phoenicia Septimal":1930:1,58:0,3:1,74:"bog; urban; savanna":"tropical; frigid; arid"
449:"Phoenicia Nonal":1930:6,96:1,029:1,89:"verdant; mountain; lava river; barren":"arid; superheated; frozen; windy"
450:"Sakura Apollox":352:3,43:0,581:1,81:"hill":"rocky; windy; artic; subartic; arid"
451:"Tesserion Nu":1811:8,85:1,124:1,99:"rocky island; rainforest; plateau; cliff; swamp; plain":"temperate; subartic; windy; frozen; artic; humid"
452:"Sansuna Olympios":3377:8,4:0,636:2,36:"barren; cliff; fungus forest; mountain; glacier; bog; desert":"subartic; superheated; arid; artificial temperate; hot; rocky"
453:"Albaldah Hadean":3493:2,58:0,967:1,39:"plain; sinkholes":"artificial temperate; tropical; superheated; rocky"
454:"Absolutno Duodecimal":4016:9,54:1,127:2,04:"valley; desert; forest; plain; sea; field":"temperate; windy; rocky; subartic; frigid"
455:"Absolutno Tertial":4016:4,25:1,081:1,58:"river":"superheated; hot; artificial temperate; tropical"
456:"Pulsariana XVI":5233:2,03:Unknown:1,54:"rocky canyon; valley; city; glacier; mountain; toxic cloudsea; desert":"subartic; frigid; artificial temperate; arid; artic"
457:"Palladium Shroud VII":9722:3,63:0,771:1,68:"rainforest; field; forest; sinkholes; island; ocean; bog; rocky island":"hot; humid; temperate; subartic; artic"
458:"Nyxian Whispers Epsilon":4104:8,45:1,062:2:"canyons; bog; valley; sinkholes; field; vine":"rocky; temperate; frozen; hot; superheated; frigid; windy"
459:"Nyxian Whispers Rho":4104:3,35:Unknown:1,36:"ocean; hill; valley; rocky desert":"rocky; frigid; artic"
460:"Meleph Prime":7416:7,71:1,127:1,9:"urban; acid pool; savanna; rocky canyon; lava river; toxic cloudsea":"frigid; subartic; hot; temperate; tropical; artic"
